year,country,energy_balance,Sum of all coal products,Sum of all fuel products,Sum of all peat products,Sum of all petroleum products,Sum of all renewable energies
2020,Ireland,Industry- chemicals and man-made fibres,0,221,0,16,0
2020,Ireland,Industry- construction,0,51,0,38,0
2020,Ireland,Industry- electrical and optical equipment,0,130,0,4,0
2020,Ireland,Industry- food and beverages,0,522,0,68,45
2020,Ireland,Industry- machinery and equipment n.e.c,0,44,0,5,0
2020,Ireland,Industry- non energy mining,0,35,0,10,0
2020,Ireland,Industry- other manufacturing,0,107,0,14,0
2020,Ireland,Industry- other non-metallic mineral products,76,408,0,146,45
2020,Ireland,"Industry- pulp, paper, publishing and printing",0,25,0,3,0
2020,Ireland,Industry- rubber and plastic products,0,36,0,5,0
2020,Ireland,Industry- textiles and textile products,0,11,0,5,0
2020,Ireland,Industry- transport equipment manufacture,0,5,0,1,0
2020,Ireland,Industry- wood and wood products,0,138,0,4,99
2020,Ireland,Mar. bunkers,0,155,0,155,0
2020,Ireland,Non-energy consumption,0,231,0,231,0
2020,Ireland,Own use and distribution losses,0,427,9,94,0
2020,Ireland,Primary energy requirement excluding non energy,431,13359,418,5999,1801
2020,Ireland,Primary energy supply including non energy,431,13590,418,6230,1801
2020,Ireland,Public services,0,543,0,103,13
2020,Ireland,Public services- Education,0,125,0,46,2
2020,Ireland,"Public services- Health, Residential Care and Social Work Activities",0,108,0,13,1
2020,Ireland,Public services- Public Administration,0,181,0,36,6
2020,Ireland,"Public services- Water Supply, Sewerage, and Waste Management",0,130,0,8,4
2020,Ireland,Residential,195,3190,189,1392,76
2020,Ireland,Statistical difference,0,0,2,0,0
2020,Ireland,Stock change,182,271,296,0,0
2020,Ireland,Sum of all commercial and public services,0,1626,0,184,44
2020,Ireland,Sum of all exchanges and transfers,24,0,0,0,0
2020,Ireland,Sum of all industry sub-sectors,76,2259,0,330,189
2020,Ireland,Sum of all transformation input,195,6544,279,3066,238
2020,Ireland,Sum of all transformation output,0,4752,62,2993,0
2020,Ireland,Sum of all transport,0,3915,0,3715,176
2020,Ireland,Total final energy consumption,272,11243,189,5825,485
2020,Ireland,Transformation input- briquetting plants,0,66,66,0,0
2020,Ireland,Transformation input- combined heat and power plants,0,299,5,0,12
2020,Ireland,Transformation input- oil refineries and other energy sectors,0,3014,0,2959,0
2020,Ireland,Transformation input- public thermal power plants,195,3119,209,107,225
2020,Ireland,Transformation input- pumped storage consumption,0,46,0,0,0
2020,Ireland,Transformation output- briquetting plants,0,62,62,0,0
2020,Ireland,Transformation output- combined heat and power plants- electricity,0,180,0,0,0
2020,Ireland,Transformation output- combined heat and power plants- heat,0,0,0,0,0
2020,Ireland,Transformation output- oil refineries,0,2993,0,2993,0
2020,Ireland,Transformation output- public thermal power plants,0,1492,0,0,0
2020,Ireland,Transformation output- pumped storage consumption,0,25,0,0,0
2020,Ireland,Transport - navigation,0,109,0,109,0
2020,Ireland,Transport- Sum of all aviation transport,0,399,0,399,0
2020,Ireland,Transport- domestic aviation,0,5,0,5,0
2020,Ireland,Transport- fuel tourism,0,81,0,76,5
2020,Ireland,Transport- international aviation,0,394,0,394,0
2020,Ireland,Transport- rail,0,36,0,32,0
2020,Ireland,Transport- road freight,0,725,0,683,41
2020,Ireland,Transport- road light goods vehicle,0,297,0,280,17
2020,Ireland,Transport- road private car,0,1733,0,1642,87
2020,Ireland,Transport- road public passenger services,0,119,0,112,7
2020,Ireland,Transport- sum of all road transport,0,2873,0,2718,151
2020,Ireland,"Transport- unspecified (excluding road, rail and aviation)",0,417,0,382,21
2021,Ireland,Agricultural,0,232,0,184,0
2021,Ireland,Available final energy consumption,262,11746,180,6268,488
2021,Ireland,Commercial services,0,1242,0,89,33
2021,Ireland,Commercial services- Accommodation and Food Services,0,135,0,13,3
2021,Ireland,"Commercial services- Financial, Insurance and Real Estate Activities",0,61,0,2,1
2021,Ireland,Commercial services- Information and Communication,0,487,0,2,0
2021,Ireland,Commercial services- Other Services Sectors,0,198,0,18,26
2021,Ireland,Commercial services- Transportation and Storage,0,89,0,22,0
2021,Ireland,"Commercial services- Wholesale, Retail, and Vehicle Repair",0,272,0,32,3
2021,Ireland,Exchanges and transfers- electricity,0,0,0,0,0
2021,Ireland,Exchanges and transfers- heat,0,0,0,0,0
2021,Ireland,Exchanges and transfers- other (excluding electricity and heat),24,0,0,0,0
2021,Ireland,Exports,35,1840,3,1711,18
2021,Ireland,Final non energy consumption feedstocks,0,378,0,378,0
2021,Ireland,Fisheries,0,19,0,19,0
2021,Ireland,Imports,1005,12984,0,8488,155
2021,Ireland,Indigenous production,0,3029,128,0,1500
2021,Ireland,Industry- basic metals and fabricated metal products,0,489,0,4,0
2021,Ireland,Industry- chemicals and man-made fibres,0,228,0,15,0
2021,Ireland,Industry- construction,0,58,0,44,0
2021,Ireland,Industry- electrical and optical equipment,0,126,0,3,0
2021,Ireland,Industry- food and beverages,0,494,0,69,12
2021,Ireland,Industry- machinery and equipment n.e.c,0,33,0,3,0
2021,Ireland,Industry- non energy mining,0,34,0,11,0
2021,Ireland,Industry- other manufacturing,0,101,0,12,0
2021,Ireland,Industry- other non-metallic mineral products,89,452,0,167,49
2021,Ireland,"Industry- pulp, paper, publishing and printing",0,16,0,1,0
2021,Ireland,Industry- rubber and plastic products,0,31,0,3,0
2021,Ireland,Industry- textiles and textile products,0,11,0,6,0
2021,Ireland,Industry- transport equipment manufacture,0,5,0,1,0
2021,Ireland,Industry- wood and wood products,0,156,0,2,118
2021,Ireland,Mar. bunkers,0,173,0,173,0
2021,Ireland,Non-energy consumption,0,378,0,378,0
2021,Ireland,Own use and distribution losses,0,446,10,100,0
2021,Ireland,Primary energy requirement excluding non energy,911,13817,265,6338,1640
2021,Ireland,Primary energy supply including non energy,911,14194,265,6716,1640
2021,Ireland,Public services,0,529,0,107,15
2021,Ireland,Public services- Education,0,139,0,50,2
2021,Ireland,"Public services- Health, Residential Care and Social Work Activities",0,117,0,17,1
2021,Ireland,Public services- Public Administration,0,174,0,34,7
2021,Ireland,"Public services- Water Supply, Sewerage, and Waste Management",0,98,0,6,4
2021,Ireland,Residential,186,3052,180,1254,85
2021,Ireland,Statistical difference,0,0,0,0,0
2021,Ireland,Stock change,0,195,140,112,1
2021,Ireland,Sum of all commercial and public services,0,1771,0,196,48
2021,Ireland,Sum of all exchanges and transfers,24,0,0,0,0
2021,Ireland,Sum of all industry sub-sectors,89,2234,0,341,180
2021,Ireland,Sum of all transformation input,673,7050,129,3489,238
2021,Ireland,Sum of all transformation output,0,5067,55,3184,0
2021,Ireland,Sum of all transport,0,4191,0,3981,181
2021,Ireland,Total final energy consumption,275,11499,180,5976,494
2021,Ireland,Transformation input- briquetting plants,0,58,58,0,0
2021,Ireland,Transformation input- combined heat and power plants,0,278,5,0,15
2021,Ireland,Transformation input- oil refineries and other energy sectors,0,3171,0,3129,0
2021,Ireland,Transformation input- public thermal power plants,673,3499,66,359,223
2021,Ireland,Transformation input- pumped storage consumption,0,44,0,0,0
2021,Ireland,Transformation output- briquetting plants,0,55,55,0,0
2021,Ireland,Transformation output- combined heat and power plants- electricity,0,178,0,0,0
2021,Ireland,Transformation output- combined heat and power plants- heat,0,0,0,0,0
2021,Ireland,Transformation output- oil refineries,0,3184,0,3184,0
2021,Ireland,Transformation output- public thermal power plants,0,1626,0,0,0
2021,Ireland,Transformation output- pumped storage consumption,0,25,0,0,0
2021,Ireland,Transport - navigation,0,117,0,117,0
2021,Ireland,Transport- Sum of all aviation transport,0,447,0,447,0
2021,Ireland,Transport- domestic aviation,0,7,0,7,0
2021,Ireland,Transport- fuel tourism,0,207,0,196,11
2021,Ireland,Transport- international aviation,0,440,0,440,0
2021,Ireland,Transport- rail,0,39,0,34,0
2021,Ireland,Transport- road freight,0,796,0,751,43
2021,Ireland,Transport- road light goods vehicle,0,275,0,260,15
2021,Ireland,Transport- road private car,0,1842,0,1744,90
2021,Ireland,Transport- road public passenger services,0,121,0,114,6
2021,Ireland,Transport- sum of all road transport,0,3033,0,2870,154
2021,Ireland,"Transport- unspecified (excluding road, rail and aviation)",0,349,0,318,16
2022,Ireland,Agricultural,0,300,0,254,0
2022,Ireland,Available final energy consumption,185,12138,158,6763,560
2022,Ireland,Commercial services,0,1328,0,88,35
2022,Ireland,Commercial services- Accommodation and Food Services,0,152,0,12,2
2022,Ireland,"Commercial services- Financial, Insurance and Real Estate Activities",0,62,0,2,2
2022,Ireland,Commercial services- Information and Communication,0,562,0,3,0
2022,Ireland,Commercial services- Other Services Sectors,0,203,0,14,28
2022,Ireland,Commercial services- Transportation and Storage,0,88,0,20,0
2022,Ireland,"Commercial services- Wholesale, Retail, and Vehicle Repair",0,260,0,37,3
2022,Ireland,Exchanges and transfers- electricity,0,0,0,0,0
2022,Ireland,Exchanges and transfers- heat,0,0,0,0,0
2022,Ireland,Exchanges and transfers- other (excluding electricity and heat),23,0,0,0,0
2022,Ireland,Exports,38,1737,1,1569,15
2022,Ireland,Final non energy consumption feedstocks,0,228,0,228,0
2022,Ireland,Fisheries,0,17,0,17,0
2022,Ireland,Imports,959,13469,0,8881,187
2022,Ireland,Indigenous production,0,3124,128,0,1683
2022,Ireland,Industry- basic metals and fabricated metal products,0,439,0,6,0
2022,Ireland,Industry- chemicals and man-made fibres,0,205,0,9,0
2022,Ireland,Industry- construction,0,68,0,52,0
2022,Ireland,Industry- electrical and optical equipment,0,139,0,3,0
2022,Ireland,Industry- food and beverages,0,484,0,82,14
2022,Ireland,Industry- machinery and equipment n.e.c,0,23,0,4,0
2022,Ireland,Industry- non energy mining,0,32,0,8,0
2022,Ireland,Industry- other manufacturing,0,98,0,11,0
2022,Ireland,Industry- other non-metallic mineral products,71,431,0,160,56
2022,Ireland,"Industry- pulp, paper, publishing and printing",0,14,0,1,0
2022,Ireland,Industry- rubber and plastic products,0,28,0,3,0
2022,Ireland,Industry- textiles and textile products,0,20,0,5,0
2022,Ireland,Industry- transport equipment manufacture,0,4,0,1,0
2022,Ireland,Industry- wood and wood products,0,146,0,2,114
2022,Ireland,Mar. bunkers,0,131,0,131,0
2022,Ireland,Non-energy consumption,0,228,0,228,0
2022,Ireland,Own use and distribution losses,0,463,8,119,0
2022,Ireland,Primary energy requirement excluding non energy,727,14344,222,6910,1843
2022,Ireland,Primary energy supply including non energy,727,14572,222,7138,1843
2022,Ireland,Public services,0,527,0,102,16
2022,Ireland,Public services- Education,0,147,0,50,3
2022,Ireland,"Public services- Health, Residential Care and Social Work Activities",0,138,0,16,1
2022,Ireland,Public services- Public Administration,0,165,0,33,8
2022,Ireland,"Public services- Water Supply, Sewerage, and Waste Management",0,76,0,3,5
2022,Ireland,Residential,124,2672,161,1045,96
2022,Ireland,Statistical difference,0,0,0,0,1
2022,Ireland,Stock change,0,0,96,0,0
2022,Ireland,Sum of all commercial and public services,0,1854,0,190,51
2022,Ireland,Sum of all exchanges and transfers,23,0,0,0,0
2022,Ireland,Sum of all industry sub-sectors,71,2132,0,346,184
2022,Ireland,Sum of all transformation input,564,7005,89,3361,243
2022,Ireland,Sum of all transformation output,0,5060,32,3153,0
2022,Ireland,Sum of all transport,0,5033,0,4770,227
2022,Ireland,Total final energy consumption,195,12008,161,6622,559
2022,Ireland,Transformation input- briquetting plants,0,34,34,0,0
2022,Ireland,Transformation input- combined heat and power plants,0,267,5,1,16
2022,Ireland,Transformation input- oil refineries and other energy sectors,0,3129,0,3105,0
2022,Ireland,Transformation input- public thermal power plants,564,3537,50,255,227
2022,Ireland,Transformation input- pumped storage consumption,0,37,0,0,0
2022,Ireland,Transformation output- briquetting plants,0,32,32,0,0
2022,Ireland,Transformation output- combined heat and power plants- electricity,0,178,0,0,0
2022,Ireland,Transformation output- combined heat and power plants- heat,0,0,0,0,0
2022,Ireland,Transformation output- oil refineries,0,3153,0,3153,0
2022,Ireland,Transformation output- public thermal power plants,0,1675,0,0,0
2022,Ireland,Transformation output- pumped storage consumption,0,22,0,0,0
2022,Ireland,Transport - navigation,0,99,0,99,0
2022,Ireland,Transport- Sum of all aviation transport,0,1018,0,1018,0
2022,Ireland,Transport- domestic aviation,0,7,0,7,0
2022,Ireland,Transport- fuel tourism,0,197,0,184,12
2022,Ireland,Transport- international aviation,0,1011,0,1011,0
2022,Ireland,Transport- rail,0,43,0,38,0
2022,Ireland,Transport- road freight,0,788,0,737,51
2022,Ireland,Transport- road light goods vehicle,0,302,0,283,19
2022,Ireland,Transport- road private car,0,1998,0,1874,110
2022,Ireland,Transport- road public passenger services,0,125,0,117,8
2022,Ireland,Transport- sum of all road transport,0,3214,0,3011,188
2022,Ireland,"Transport- unspecified (excluding road, rail and aviation)",0,462,0,419,27
2023,Ireland,Agricultural,0,272,0,227,0
2023,Ireland,Available final energy consumption,141,12285,140,6960,626
2023,Ireland,Commercial services,0,1420,0,91,35
2023,Ireland,Commercial services- Accommodation and Food Services,0,153,0,14,2
2023,Ireland,"Commercial services- Financial, Insurance and Real Estate Activities",0,61,0,2,2
2023,Ireland,Commercial services- Information and Communication,0,652,0,3,0
2023,Ireland,Commercial services- Other Services Sectors,0,203,0,14,29
2023,Ireland,Commercial services- Transportation and Storage,0,88,0,20,0
2023,Ireland,"Commercial services- Wholesale, Retail, and Vehicle Repair",0,262,0,39,2
2023,Ireland,Exchanges and transfers- electricity,0,0,0,0,0
2023,Ireland,Exchanges and transfers- heat,0,0,0,0,0
2023,Ireland,Exchanges and transfers- other (excluding electricity and heat),19,0,0,0,0
2023,Ireland,Exports,34,1452,0,1363,16
2023,Ireland,Final non energy consumption feedstocks,0,221,0,221,0
2023,Ireland,Fisheries,0,20,0,20,0
2023,Ireland,Imports,410,12773,0,8566,261
2023,Ireland,Indigenous production,0,2973,128,0,1742
2023,Ireland,Industry- basic metals and fabricated metal products,0,419,0,5,0
2023,Ireland,Industry- chemicals and man-made fibres,0,201,0,10,0
2023,Ireland,Industry- construction,0,65,0,50,0
2023,Ireland,Industry- electrical and optical equipment,0,139,0,3,0
2023,Ireland,Industry- food and beverages,0,466,0,82,11
2023,Ireland,Industry- machinery and equipment n.e.c,0,23,0,4,0
2023,Ireland,Industry- non energy mining,0,32,0,7,0
2023,Ireland,Industry- other manufacturing,0,99,0,13,0
2023,Ireland,Industry- other non-metallic mineral products,52,422,0,149,59
2023,Ireland,"Industry- pulp, paper, publishing and printing",0,14,0,1,0
2023,Ireland,Industry- rubber and plastic products,0,28,0,3,0
2023,Ireland,Industry- textiles and textile products,0,20,0,6,0
2023,Ireland,Industry- transport equipment manufacture,0,4,0,1,0
2023,Ireland,Industry- wood and wood products,0,134,0,2,102
2023,Ireland,Mar. bunkers,0,133,0,133,0
2023,Ireland,Non-energy consumption,0,221,0,221,0
2023,Ireland,Own use and distribution losses,0,436,4,108,0
2023,Ireland,Primary energy requirement excluding non energy,437,14083,180,6885,1981
2023,Ireland,Primary energy supply including non energy,437,14304,180,7106,1981
2023,Ireland,Public services,0,522,0,103,15
2023,Ireland,Public services- Education,0,146,0,51,2
2023,Ireland,"Public services- Health, Residential Care and Social Work Activities",0,135,0,16,1
2023,Ireland,Public services- Public Administration,0,164,0,33,7
2023,Ireland,"Public services- Water Supply, Sewerage, and Waste Management",0,76,0,3,5
2023,Ireland,Residential,97,2549,140,1042,111
2023,Ireland,Statistical difference,0,0,0,7,0
2023,Ireland,Stock change,60,144,53,36,0
2023,Ireland,Sum of all commercial and public services,0,1941,0,194,50
2023,Ireland,Sum of all exchanges and transfers,19,0,0,0,0
2023,Ireland,Sum of all industry sub-sectors,52,2065,0,337,171
2023,Ireland,Sum of all transformation input,315,6111,48,2953,210
2023,Ireland,Sum of all transformation output,0,4575,12,2980,0
2023,Ireland,Sum of all transport,0,5257,0,4912,302
2023,Ireland,Total final energy consumption,149,12104,140,6732,634
2023,Ireland,Transformation input- briquetting plants,0,12,12,0,0
2023,Ireland,Transformation input- combined heat and power plants,0,257,2,1,15
2023,Ireland,Transformation input- oil refineries and other energy sectors,0,2926,0,2897,0
2023,Ireland,Transformation input- public thermal power plants,315,2875,34,55,195
2023,Ireland,Transformation input- pumped storage consumption,0,41,0,0,0
2023,Ireland,Transformation output- briquetting plants,0,12,12,0,0
2023,Ireland,Transformation output- combined heat and power plants- electricity,0,164,0,0,0
2023,Ireland,Transformation output- combined heat and power plants- heat,0,0,0,0,0
2023,Ireland,Transformation output- oil refineries,0,2980,0,2980,0
2023,Ireland,Transformation output- public thermal power plants,0,1392,0,0,0
2023,Ireland,Transformation output- pumped storage consumption,0,26,0,0,0
2023,Ireland,Transport - navigation,0,92,0,92,0
2023,Ireland,Transport- Sum of all aviation transport,0,1149,0,1149,0
2023,Ireland,Transport- domestic aviation,0,8,0,8,0
2023,Ireland,Transport- fuel tourism,0,176,0,161,15
2023,Ireland,Transport- international aviation,0,1142,0,1142,0
2023,Ireland,Transport- rail,0,45,0,40,0
2023,Ireland,Transport- road freight,0,802,0,733,68
2023,Ireland,Transport- road light goods vehicle,0,300,0,274,25
2023,Ireland,Transport- road private car,0,2098,0,1928,147
2023,Ireland,Transport- road public passenger services,0,130,0,119,11
2023,Ireland,Transport- sum of all road transport,0,3330,0,3054,252
2023,Ireland,"Transport- unspecified (excluding road, rail and aviation)",0,465,0,415,35
